block,word,wd_int_syl,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block09,portazo,CVC,CV,word,mismatch,lin,por,filler02,None
block09,vereda,CV,CV,word,match,lin,ver,filler03,None
block09,zarpazo,CVC,CV,word,mismatch,lin,zar,filler04,None
block09,jasmina,CVC,CV,word,mismatch,lin,jas,filler05,None
block09,captura,CVC,CV,word,mismatch,lin,cap,filler06,None
block09,recurso,CV,CV,word,match,lin,rec,filler07,None
block09,tocino,CV,CV,word,match,lin,toc,filler08,None
block09,dureza,CV,CV,word,match,lin,dur,filler09,None
block10,linterna,CVC,CV,word,mismatch,lin,lin,critical,1
block10,tartana,CVC,CV,word,mismatch,lin,tar,filler01,None
block10,portazo,CVC,CV,word,mismatch,lin,por,filler02,None
block10,vereda,CV,CV,word,match,lin,ver,filler03,None
block10,zarpazo,CVC,CV,word,mismatch,lin,zar,filler04,None
block10,jasmina,CVC,CV,word,mismatch,lin,jas,filler05,None
block10,regazo,CV,CV,word,match,lin,reg,filler06,None
block10,recurso,CV,CV,word,match,lin,rec,filler07,None
