,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,segResp,segRespCorr,segRespRT,exp_pres_order,corrAns
349,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block39,tituila,CV,CV,ca,nonword,match,cam,tit,filler09,,1.0,,9.0,None
351,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,lectura,CVC,CV,mo,word,mismatch,mon,lec,filler05,,1.0,,0.0,None
352,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,vislumbre,CVC,CV,mo,word,mismatch,mon,vis,filler03,,1.0,,1.0,None
353,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,tufillo,CV,CV,mo,word,match,mon,tuf,filler06,,1.0,,2.0,None
354,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,laxante,CV,CV,mo,word,match,mon,lax,filler02,,1.0,,3.0,None
355,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,montaña,CVC,CV,mo,word,mismatch,mon,mon,critical,b,1.0,0.62285,4.0,b
356,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,rapiña,CV,CV,mo,word,match,mon,rap,filler08,,1.0,,5.0,None
357,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,tesina,CV,CV,mo,word,match,mon,tes,filler09,,1.0,,6.0,None
358,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,resabio,CV,CV,mo,word,match,mon,res,filler07,,1.0,,7.0,None
359,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,submundo,CVC,CV,mo,word,mismatch,mon,sub,filler01,b,0.0,0.613055,8.0,None
